sys:time	sys:real_time	Temp	Field
153.67023015022278	1748901690.9308128	0.0	0.0
153.96447014808655	1748901691.229093	0.0	0.0
154.2696590423584	1748901691.5314188	0.0	0.0
154.57546401023865	1748901691.835518	0.0	0.0
154.8669409751892	1748901692.12943	0.0	0.0
155.16664791107178	1748901692.4297159	0.0	0.0
155.56636595726013	1748901692.830682	0.0	0.0
155.9737229347229	1748901693.2333481	0.0	0.0
156.26495695114136	1748901693.526596	0.0	0.0
156.57738709449768	1748901693.837373	0.0	0.0
156.98395895957947	1748901694.243579	0.0	0.0
157.37830591201782	1748901694.637933	0.0	0.0
157.6746461391449	1748901694.939261	0.0	0.0
157.98431181907654	1748901695.246237	0.0	0.0
158.38340592384338	1748901695.645324	0.0	0.0
158.79137802124023	1748901696.050993	0.0	0.0
159.20261693000793	1748901696.467222	0.0	0.0
159.62401390075684	1748901696.883637	0.0	0.0
159.9264941215515	1748901697.1861298	0.0	0.0
160.32509398460388	1748901697.5848908	0.0	0.0
160.72846603393555	1748901697.992723	0.0	0.0
161.14706707000732	1748901698.407218	0.0	0.0
161.4482798576355	1748901698.709412	0.0	0.0
161.7420608997345	1748901699.0066712	0.0	0.0
162.15263199806213	1748901699.412256	0.0	0.0
162.44948315620422	1748901699.7140968	0.0	0.0
162.8608250617981	1748901700.1254442	0.0	0.0
163.1670789718628	1748901700.428611	0.0	0.0
163.57822489738464	1748901700.8428319	0.0	0.0
163.88557505607605	1748901701.148234	0.0	0.0
164.19381999969482	1748901701.4566	0.0	0.0
164.60151195526123	1748901701.86113	0.0	0.0
165.00104212760925	1748901702.263275	0.0	0.0
165.29519510269165	1748901702.559562	0.0	0.0
165.61581206321716	1748901702.880426	0.0	0.0
165.9326150417328	1748901703.197221	0.0	0.0
166.34181594848633	1748901703.606427	0.0	0.0
166.66268610954285	1748901703.922306	0.0	0.0
166.95545721054077	1748901704.220065	0.0	0.0
167.37793898582458	1748901704.638813	0.0	0.0
167.679505109787	1748901704.942454	0.0	0.0
167.97946500778198	1748901705.239098	0.0	0.0
168.27361917495728	1748901705.53598	0.0	0.0
168.58648896217346	1748901705.851095	0.0	0.0
169.0077121257782	1748901706.267329	0.0	0.0
169.3133761882782	1748901706.577986	0.0	0.0
169.73006081581116	1748901706.989698	0.0	0.0
170.03183817863464	1748901707.2914639	0.0	0.0
170.3396680355072	1748901707.60022	0.0	0.0
170.75389909744263	1748901708.0135949	0.0	0.0
171.06726503372192	1748901708.32692	0.0	0.0
171.47773504257202	1748901708.7416909	0.0	0.0
171.90157985687256	1748901709.1642072	0.0	0.0
172.22082710266113	1748901709.4854422	0.0	0.0
172.5271031856537	1748901709.7896872	0.0	0.0
172.94655799865723	1748901710.21118	0.0	0.0
173.34858107566833	1748901710.608217	0.0	0.0
173.64195013046265	1748901710.906555	0.0	0.0
173.958340883255	1748901711.222954	0.0	0.0
174.26847004890442	1748901711.533086	0.0	0.0
174.58119797706604	1748901711.843998	0.0	0.0
174.9921989440918	1748901712.256809	0.0	0.0
175.41334581375122	1748901712.672981	0.0	0.0
175.80536794662476	1748901713.0649972	0.0	0.0
176.1067819595337	1748901713.366409	0.0	0.0
176.41240692138672	1748901713.6770182	0.0	0.0
176.82233881950378	1748901714.081965	0.0	0.0
177.11920189857483	1748901714.378835	0.0	0.0
177.54089307785034	1748901714.802238	0.0	0.0
177.94934582710266	1748901715.213952	0.0	0.0
178.36596488952637	1748901715.625586	0.0	0.0
178.77225303649902	1748901716.036865	0.0	0.0
179.17420601844788	1748901716.4359848	0.0	0.0
179.5869541168213	1748901716.8504992	0.0	0.0
179.9073839187622	1748901717.1670148	0.0	0.0
180.3186478614807	1748901717.583266	0.0	0.0
180.63154697418213	1748901717.894977	0.0	0.0
180.9429531097412	1748901718.204266	0.0	0.0
181.25026297569275	1748901718.510302	0.0	0.0
181.5519609451294	1748901718.811879	0.0	0.0
181.97171211242676	1748901719.236319	0.0	0.0
182.39204502105713	1748901719.6565351	0.0	0.0
182.79142689704895	1748901720.053144	0.0	0.0
183.10232782363892	1748901720.3619509	0.0	0.0
183.396390914917	1748901720.661006	0.0	0.0
183.69571709632874	1748901720.960335	0.0	0.0
184.01581192016602	1748901721.280436	0.0	0.0
184.41674709320068	1748901721.681354	0.0	0.0
184.71793794631958	1748901721.982549	0.0	0.0
185.12949800491333	1748901722.3941069	0.0	0.0
185.44295597076416	1748901722.702581	0.0	0.0
185.74853491783142	1748901723.013145	0.0	0.0
186.07716703414917	1748901723.339095	0.0	0.0
186.371896982193	1748901723.6315289	0.0	0.0
186.76684093475342	1748901724.026453	0.0	0.0
187.16764187812805	1748901724.432256	0.0	0.0
187.4829761981964	1748901724.7475898	0.0	0.0
187.8817059993744	1748901725.143865	0.0	0.0
188.1930651664734	1748901725.4529889	0.0	0.0
188.6089460849762	1748901725.8735528	0.0	0.0
188.91968178749084	1748901726.182692	0.0	0.0
189.22473311424255	1748901726.48471	0.0	0.0
189.524640083313	1748901726.784874	0.0	0.0
189.93701481819153	1748901727.196644	0.0	0.0
190.33765602111816	1748901727.5978959	0.0	0.0
190.74408411979675	1748901728.003701	0.0	0.0
191.14408802986145	1748901728.4048178	0.0	0.0
191.56187200546265	1748901728.82426	0.0	0.0
191.8650450706482	1748901729.1246662	0.0	0.0
192.157084941864	1748901729.421702	0.0	0.0
192.56580114364624	1748901729.825906	0.0	0.0
192.85823607444763	1748901730.1228511	0.0	0.0
193.15789985656738	1748901730.4225159	0.0	0.0
193.4762089252472	1748901730.740604	0.0	0.0
193.77864623069763	1748901731.043253	0.0	0.0
194.0790660381317	1748901731.33869	0.0	0.0
194.4709358215332	1748901731.7305548	0.0	0.0
194.76772379875183	1748901732.0314062	0.0	0.0
195.07607102394104	1748901732.336158	0.0	0.0
195.46857690811157	1748901732.728532	0.0	0.0
195.76879024505615	1748901733.030732	0.0	0.0
196.06582903862	1748901733.32756	0.0	0.0
196.38040614128113	1748901733.645013	0.0	0.0
196.69156789779663	1748901733.951204	0.0	0.0
197.00091195106506	1748901734.260534	0.0	0.0
197.3968789577484	1748901734.656511	0.0	0.0
197.69125890731812	1748901734.952489	0.0	0.0
198.10502099990845	1748901735.3648589	0.0	0.0
198.51137804985046	1748901735.7713778	0.0	0.0
198.81893491744995	1748901736.078571	0.0	0.0
199.12459802627563	1748901736.384752	0.0	0.0
199.53064608573914	1748901736.791486	0.0	0.0
199.825355052948	1748901737.089966	0.0	0.0
200.12955617904663	1748901737.392395	0.0	0.0
200.53435707092285	1748901737.7939909	0.0	0.0
200.82603192329407	1748901738.090639	0.0	0.0
201.1262149810791	1748901738.390831	0.0	0.0
201.4268720149994	1748901738.686482	0.0	0.0
201.73747324943542	1748901739.002079	0.0	0.0
202.15732598304749	1748901739.4169421	0.0	0.0
202.45401620864868	1748901739.7163908	0.0	0.0
202.85716891288757	1748901740.117552	0.0	0.0
203.2580270767212	1748901740.518412	0.0	0.0
203.66527199745178	1748901740.9249039	0.0	0.0
203.96842098236084	1748901741.2311292	0.0	0.0
204.27737617492676	1748901741.5371761	0.0	0.0
204.68392992019653	1748901741.947171	0.0	0.0
205.09884810447693	1748901742.358704	0.0	0.0
205.4033408164978	1748901742.663291	0.0	0.0
205.71050786972046	1748901742.975124	0.0	0.0
206.072988986969	1748901743.332653	0.0	0.0
206.47899198532104	1748901743.739213	0.0	0.0
206.8738021850586	1748901744.137938	0.0	0.0
207.29132509231567	1748901744.55354	0.0	0.0
207.69791913032532	1748901744.961022	0.0	0.0
208.1113040447235	1748901745.370933	0.0	0.0
208.40586614608765	1748901745.6654909	0.0	0.0
208.70882201194763	1748901745.973438	0.0	0.0
209.1136658191681	1748901746.378123	0.0	0.0
209.5218231678009	1748901746.7822552	0.0	0.0
209.82833123207092	1748901747.08964	0.0	0.0
210.1385281085968	1748901747.402844	0.0	0.0
210.44482803344727	1748901747.704458	0.0	0.0
210.74418210983276	1748901748.0040882	0.0	0.0
211.0551528930664	1748901748.315857	0.0	0.0
211.35967898368835	1748901748.6230211	0.0	0.0
211.67366695404053	1748901748.933295	0.0	0.0
211.980623960495	1748901749.243604	0.0	0.0
212.27941799163818	1748901749.5437162	0.0	0.0
212.69816303253174	1748901749.9627688	0.0	0.0
213.01926589012146	1748901750.2838788	0.0	0.0
213.44560503959656	1748901750.7090151	0.0	0.0
213.75682592391968	1748901751.0214348	0.0	0.0
214.05961108207703	1748901751.319631	0.0	0.0
214.362398147583	1748901751.6265879	0.0	0.0
214.7655909061432	1748901752.025223	0.0	0.0
215.16870522499084	1748901752.433311	0.0	0.0
215.57863211631775	1748901752.840267	0.0	0.0
215.87966299057007	1748901753.144278	0.0	0.0
216.18941497802734	1748901753.449043	0.0	0.0
216.48144006729126	1748901753.7450151	0.0	0.0
216.9033260345459	1748901754.162961	0.0	0.0
217.20126700401306	1748901754.465878	0.0	0.0
217.50111079216003	1748901754.760739	0.0	0.0
217.91283202171326	1748901755.172458	0.0	0.0
218.3196120262146	1748901755.584223	0.0	0.0
218.62417793273926	1748901755.888795	0.0	0.0
218.94276595115662	1748901756.207375	0.0	0.0
219.25634598731995	1748901756.520961	0.0	0.0
219.56323790550232	1748901756.8228521	0.0	0.0
219.96736598014832	1748901757.2319748	0.0	0.0
220.3740360736847	1748901757.6376488	0.0	0.0
220.68505787849426	1748901757.949667	0.0	0.0
220.9935851097107	1748901758.256853	0.0	0.0
221.40870785713196	1748901758.66834	0.0	0.0
221.70015501976013	1748901758.959782	0.0	0.0
222.09576892852783	1748901759.357981	0.0	0.0
222.4149568080902	1748901759.675882	0.0	0.0
222.72556614875793	1748901759.989131	0.0	0.0
223.0262370109558	1748901760.289867	0.0	0.0
223.33749794960022	1748901760.602108	0.0	0.0
223.63691401481628	1748901760.901525	0.0	0.0
224.0489161014557	1748901761.310538	0.0	0.0
224.35029411315918	1748901761.611925	0.0	0.0
224.65945315361023	1748901761.9240751	0.0	0.0
225.07038593292236	1748901762.334993	0.0	0.0
225.379732131958	1748901762.644054	0.0	0.0
225.79576897621155	1748901763.057856	0.0	0.0
226.192969083786	1748901763.457067	0.0	0.0
226.48931789398193	1748901763.753931	0.0	0.0
226.79140901565552	1748901764.056032	0.0	0.0
227.09308505058289	1748901764.352725	0.0	0.0
227.49477219581604	1748901764.758379	0.0	0.0
227.792818069458	1748901765.052438	0.0	0.0
228.09529995918274	1748901765.3589451	0.0	0.0
228.3922951221466	1748901765.651938	0.0	0.0
228.68898391723633	1748901765.948622	0.0	0.0
229.10021495819092	1748901766.364823	0.0	0.0
229.41599917411804	1748901766.675637	0.0	0.0
229.83008909225464	1748901767.0897222	0.0	0.0
230.23162984848022	1748901767.491404	0.0	0.0
230.53480792045593	1748901767.794427	0.0	0.0
230.93368887901306	1748901768.198304	0.0	0.0
231.23913311958313	1748901768.5007339	0.0	0.0
231.64946103096008	1748901768.909267	0.0	0.0
231.95457100868225	1748901769.214405	0.0	0.0
232.25773406028748	1748901769.5217762	0.0	0.0
232.5638689994812	1748901769.825203	0.0	0.0
232.97569179534912	1748901770.239924	0.0	0.0
233.39557099342346	1748901770.657542	0.0	0.0
233.7037708759308	1748901770.965178	0.0	0.0
