sys:time	sys:real_time	Temp	Field
335.52764105796814	1748903694.9242072	0.0	0.0
336.6287250518799	1748903696.02553	0.0	0.0
337.0319092273712	1748903696.428096	0.0	0.0
337.33297514915466	1748903696.73237	0.0	0.0
337.74179196357727	1748903697.1378949	0.0	0.0
338.044340133667	1748903697.4449642	0.0	0.0
338.45052433013916	1748903697.849068	0.0	0.0
338.8612790107727	1748903698.262362	0.0	0.0
339.1762251853943	1748903698.573931	0.0	0.0
339.4830710887909	1748903698.8791838	0.0	0.0
340.7336483001709	1748903700.132651	0.0	0.0
341.8344111442566	1748903701.2306461	0.0	1.0
342.23669505119324	1748903701.63619	0.0	1.0
342.5413329601288	1748903701.942415	0.0	1.0
342.8460810184479	1748903702.242172	0.0	1.0
343.25249314308167	1748903702.652208	0.0	1.0
343.6663451194763	1748903703.062471	0.0	1.0
344.07713317871094	1748903703.473435	0.0	1.0
344.4894161224365	1748903703.88551	0.0	1.0
344.8988711833954	1748903704.299681	0.0	1.0
345.2026472091675	1748903704.60285	0.0	1.0
345.5219261646271	1748903704.923019	0.0	1.0
345.84401202201843	1748903705.2451	0.0	1.0
346.25293612480164	1748903705.649044	0.0	1.0
346.65446400642395	1748903706.052319	0.0	1.0
346.9523069858551	1748903706.35339	0.0	1.0
347.36647725105286	1748903706.7675588	0.0	1.0
347.77288913726807	1748903707.168986	0.0	1.0
348.95037817955017	1748903708.351462	0.0	1.0
350.0507571697235	1748903709.447825	0.0	1.0
