sys:time	sys:real_time	Temp	Field
175.41715002059937	1748903534.814423	0.0	0.0
176.51945805549622	1748903535.920019	0.0	0.0
176.83385610580444	1748903536.2349482	0.0	0.0
177.2483992576599	1748903536.6491468	0.0	0.0
177.54994010925293	1748903536.9461162	0.0	0.0
177.8577721118927	1748903537.2547681	0.0	0.0
178.271094083786	1748903537.667186	0.0	0.0
178.57068610191345	1748903537.97177	0.0	0.0
178.87190413475037	1748903538.2729862	0.0	0.0
179.27255129814148	1748903538.6736221	0.0	0.0
180.63142919540405	1748903540.031777	0.0	0.0
181.735582113266	1748903541.1366642	0.0	1.0
182.04534196853638	1748903541.441447	0.0	1.0
182.33699202537537	1748903541.7380748	0.0	1.0
182.6399052143097	1748903542.03902	0.0	1.0
183.05872797966003	1748903542.459448	0.0	1.0
183.36546206474304	1748903542.761902	0.0	1.0
183.76859593391418	1748903543.1696799	0.0	1.0
184.1954960823059	1748903543.591825	0.0	1.0
184.49625706672668	1748903543.892349	0.0	1.0
184.7961883544922	1748903544.1941068	0.0	1.0
185.20030999183655	1748903544.601404	0.0	1.0
185.62076020240784	1748903545.021848	0.0	1.0
186.02647709846497	1748903545.4231942	0.0	1.0
186.32532215118408	1748903545.7227972	0.0	1.0
186.63967895507812	1748903546.040759	0.0	1.0
186.9490110874176	1748903546.345109	0.0	1.0
187.24726104736328	1748903546.643664	0.0	1.0
187.54474902153015	1748903546.943687	0.0	1.0
188.85243821144104	1748903548.253519	0.0	1.0
189.95332407951355	1748903549.3544052	0.0	2.0
190.26301527023315	1748903549.6591098	0.0	2.0
190.56316709518433	1748903549.964252	0.0	2.0
190.96871089935303	1748903550.366847	0.0	2.0
191.26968502998352	1748903550.667159	0.0	2.0
191.67900609970093	1748903551.075092	0.0	2.0
191.98120021820068	1748903551.3772979	0.0	2.0
192.27793717384338	1748903551.674038	0.0	2.0
192.68872499465942	1748903552.0884638	0.0	2.0
192.99436330795288	1748903552.390452	0.0	2.0
193.3014841079712	1748903552.701121	0.0	2.0
193.7121090888977	1748903553.109492	0.0	2.0
194.01172709465027	1748903553.409749	0.0	2.0
194.31137013435364	1748903553.710051	0.0	2.0
194.6212921142578	1748903554.0173938	0.0	2.0
195.04373621940613	1748903554.4405382	0.0	2.0
195.34842705726624	1748903554.746332	0.0	2.0
195.64786410331726	1748903555.043958	0.0	2.0
195.93994808197021	1748903555.336051	0.0	2.0
197.05841302871704	1748903556.454509	0.0	2.0
198.16384315490723	1748903557.5649228	0.0	1.0
198.57812404632568	1748903557.9742458	0.0	1.0
198.97668504714966	1748903558.374635	0.0	1.0
199.290922164917	1748903558.687009	0.0	1.0
199.59541606903076	1748903558.994993	0.0	1.0
199.99957919120789	1748903559.395664	0.0	1.0
200.41259217262268	1748903559.813673	0.0	1.0
200.82939505577087	1748903560.230479	0.0	1.0
201.13247632980347	1748903560.528579	0.0	1.0
201.53727912902832	1748903560.9370089	0.0	1.0
201.93982315063477	1748903561.336481	0.0	1.0
202.24187803268433	1748903561.639576	0.0	1.0
202.5471920967102	1748903561.9482791	0.0	1.0
202.8568263053894	1748903562.25791	0.0	1.0
203.15877723693848	1748903562.558387	0.0	1.0
203.45653200149536	1748903562.852629	0.0	1.0
203.75447702407837	1748903563.155562	0.0	1.0
204.06168913841248	1748903563.459292	0.0	1.0
205.28866410255432	1748903564.686305	0.0	1.0
206.3931279182434	1748903565.79421	0.0	0.0
206.69852423667908	1748903566.0996108	0.0	0.0
207.00869512557983	1748903566.40479	0.0	0.0
207.40781021118164	1748903566.804684	0.0	0.0
207.81907510757446	1748903567.21519	0.0	0.0
208.22954511642456	1748903567.6306381	0.0	0.0
208.54041719436646	1748903567.9365041	0.0	0.0
208.9501030445099	1748903568.346196	0.0	0.0
209.3573281764984	1748903568.75342	0.0	0.0
209.76320910453796	1748903569.1595619	0.0	0.0
210.06709718704224	1748903569.467697	0.0	0.0
210.37786293029785	1748903569.7740989	0.0	0.0
210.68237113952637	1748903570.0808718	0.0	0.0
210.98348331451416	1748903570.379581	0.0	0.0
211.38304018974304	1748903570.779423	0.0	0.0
211.7831461429596	1748903571.1842299	0.0	0.0
212.191015958786	1748903571.5921001	0.0	0.0
212.49873113632202	1748903571.894836	0.0	0.0
212.80319619178772	1748903572.204285	0.0	0.0
213.1142451763153	1748903572.515332	0.0	0.0
213.4341630935669	1748903572.833601	0.0	0.0
