sys:time	sys:real_time	Temp	Field
115.09447503089905	1748902789.248414	10.0	2.0
116.19600486755371	1748902790.349949	10.0	0.0
116.59563279151917	1748902790.745555	10.0	0.0
116.99891686439514	1748902791.1509361	10.0	0.0
117.29610896110535	1748902791.4500558	10.0	0.0
117.71642279624939	1748902791.870371	10.0	0.0
118.12541007995605	1748902792.274443	10.0	0.0
118.42792797088623	1748902792.5770361	10.0	0.0
118.71945810317993	1748902792.869749	10.0	0.0
119.1254940032959	1748902793.2794392	10.0	0.0
119.43768692016602	1748902793.586644	10.0	0.0
119.74289989471436	1748902793.8945348	10.0	0.0
120.03895092010498	1748902794.1929002	10.0	0.0
120.34354591369629	1748902794.495751	10.0	0.0
120.65929174423218	1748902794.808309	10.0	0.0
120.9609580039978	1748902795.114903	10.0	0.0
121.26528692245483	1748902795.416032	10.0	0.0
121.57059788703918	1748902795.719549	10.0	0.0
121.97856211662292	1748902796.132503	10.0	0.0
122.29211902618408	1748902796.446062	10.0	0.0
122.59619307518005	1748902796.745156	10.0	0.0
122.90102076530457	1748902797.054967	10.0	0.0
123.21143770217896	1748902797.360395	10.0	0.0
123.50279188156128	1748902797.6565719	10.0	0.0
123.81521797180176	1748902797.9691598	10.0	0.0
124.12692403793335	1748902798.278692	10.0	0.0
124.53311800956726	1748902798.687069	10.0	0.0
124.8395357131958	1748902798.992495	10.0	0.0
125.25094771385193	1748902799.4007301	10.0	0.0
125.55554294586182	1748902799.70628	10.0	0.0
125.9647490978241	1748902800.1137059	10.0	0.0
126.37205290794373	1748902800.522007	10.0	0.0
126.77356791496277	1748902800.922625	10.0	0.0
127.08379173278809	1748902801.2377331	10.0	0.0
127.3951187133789	1748902801.54407	10.0	0.0
127.69911503791809	1748902801.848059	10.0	0.0
128.0061159133911	1748902802.155066	10.0	0.0
129.31323909759521	1748902803.464687	10.0	0.0
130.4158399105072	1748902804.564787	10.0	1.0
130.70993781089783	1748902804.8638778	10.0	1.0
131.1175570487976	1748902805.266518	10.0	1.0
131.52758979797363	1748902805.681545	10.0	1.0
131.93933987617493	1748902806.0882869	10.0	1.0
132.24195504188538	1748902806.390899	10.0	1.0
132.63940000534058	1748902806.79334	10.0	1.0
133.0584418773651	1748902807.212418	10.0	1.0
133.4668459892273	1748902807.615802	10.0	1.0
133.77098393440247	1748902807.919942	10.0	1.0
134.0708498954773	1748902808.222676	10.0	1.0
