sys:time	sys:real_time	Temp	Field
127.10559225082397	1748903486.506634	20.0	0.0
128.2061791419983	1748903487.602284	20.0	0.0
128.50361394882202	1748903487.9046981	20.0	0.0
128.81506514549255	1748903488.21615	20.0	0.0
129.13021802902222	1748903488.528773	20.0	0.0
129.43066120147705	1748903488.828728	20.0	0.0
129.73606824874878	1748903489.137148	20.0	0.0
130.04513788223267	1748903489.441237	20.0	0.0
130.34623312950134	1748903489.742332	20.0	0.0
130.65230917930603	1748903490.0534	20.0	0.0
130.9662401676178	1748903490.362433	20.0	0.0
132.31570315361023	1748903491.7167869	20.0	0.0
133.41649317741394	1748903492.812717	20.0	1.0
133.71489310264587	1748903493.1137369	20.0	1.0
134.11147809028625	1748903493.5075672	20.0	1.0
134.51796317100525	1748903493.915374	20.0	1.0
134.93376421928406	1748903494.329872	20.0	1.0
135.33917117118835	1748903494.7352698	20.0	1.0
135.74723935127258	1748903495.143337	20.0	1.0
136.15170526504517	1748903495.548233	20.0	1.0
136.55569219589233	1748903495.955474	20.0	1.0
136.9771671295166	1748903496.375821	20.0	1.0
137.27747321128845	1748903496.6761699	20.0	1.0
137.67776894569397	1748903497.077466	20.0	1.0
138.0936460494995	1748903497.49473	20.0	1.0
138.52156496047974	1748903497.918607	20.0	1.0
138.8144450187683	1748903498.210538	20.0	1.0
139.21251916885376	1748903498.613607	20.0	1.0
140.53332614898682	1748903499.929436	20.0	1.0
141.63704133033752	1748903501.0381398	20.0	2.0
141.94489812850952	1748903501.341509	20.0	2.0
142.24180507659912	1748903501.640791	20.0	2.0
142.65897512435913	1748903502.060066	20.0	2.0
143.0736162662506	1748903502.474696	20.0	2.0
143.4870252609253	1748903502.8831081	20.0	2.0
143.77938628196716	1748903503.180467	20.0	2.0
144.09262609481812	1748903503.493721	20.0	2.0
144.5147361755371	1748903503.9110029	20.0	2.0
144.81972002983093	1748903504.2208178	20.0	2.0
145.21978402137756	1748903504.615884	20.0	2.0
145.52082109451294	1748903504.9219031	20.0	2.0
145.8252170085907	1748903505.22419	20.0	2.0
146.13175511360168	1748903505.5279412	20.0	2.0
146.4380979537964	1748903505.83919	20.0	2.0
146.75089406967163	1748903506.147978	20.0	2.0
147.06050825119019	1748903506.460586	20.0	2.0
147.3629503250122	1748903506.7590451	20.0	2.0
148.75202322006226	1748903508.151865	20.0	2.0
149.8533902168274	1748903509.2519958	20.0	1.0
150.15555715560913	1748903509.551657	20.0	1.0
150.56403422355652	1748903509.9651148	20.0	1.0
150.98076701164246	1748903510.376862	20.0	1.0
151.38527512550354	1748903510.7813802	20.0	1.0
151.79076409339905	1748903511.189806	20.0	1.0
152.19271397590637	1748903511.591887	20.0	1.0
152.4951159954071	1748903511.89258	20.0	1.0
152.90835404396057	1748903512.309439	20.0	1.0
153.2159550189972	1748903512.613297	20.0	1.0
153.52660727500916	1748903512.9233348	20.0	1.0
153.93765091896057	1748903513.338731	20.0	1.0
154.3509271144867	1748903513.75202	20.0	1.0
154.7500500679016	1748903514.146143	20.0	1.0
155.04618334770203	1748903514.4422789	20.0	1.0
155.34763598442078	1748903514.7437282	20.0	1.0
155.6499810218811	1748903515.050024	20.0	1.0
156.96200919151306	1748903516.36309	20.0	1.0
158.06287217140198	1748903517.459072	20.0	0.0
158.3702621459961	1748903517.771344	20.0	0.0
158.7839970588684	1748903518.1800902	20.0	0.0
159.0938320159912	1748903518.4899251	20.0	0.0
159.5065679550171	1748903518.902664	20.0	0.0
159.80538606643677	1748903519.20399	20.0	0.0
160.2196660041809	1748903519.617787	20.0	0.0
160.63320302963257	1748903520.034154	20.0	0.0
160.94562816619873	1748903520.341721	20.0	0.0
161.34381794929504	1748903520.7449028	20.0	0.0
161.6562831401825	1748903521.057369	20.0	0.0
162.07301926612854	1748903521.469114	20.0	0.0
162.3708291053772	1748903521.771915	20.0	0.0
162.6896209716797	1748903522.0857139	20.0	0.0
162.99125409126282	1748903522.3923461	20.0	0.0
163.39799308776855	1748903522.7946398	20.0	0.0
163.69703602790833	1748903523.093879	20.0	0.0
165.17609906196594	1748903524.5721989	20.0	0.0
